variant,canonical,verdict,variant_verdict,canonical_verdict,note,dist,plural_side,v_zipf,c_zipf,v_pos,c_pos,v_wikt,c_wikt,v_corpus,c_corpus,v_gloss,c_gloss
folderal,folderol,variant,,,,1,,0.0,1.25,,,noun:1,noun:2,,,Alternative spelling of folderol.,Nonsense or foolishness.
padouk,padauk,variant,,,,1,,0.0,1.25,,,noun:1,noun:2,,,Alternative form of padauk.,Any of the trees of the pantropical genus Pterocarpus.
shlemiel,schlemiel,variant,,,,1,,0.0,1.25,,,noun:1,noun:2,,,Alternative form of schlemiel.,A loser or a fool.
tendosynovitis,tenosynovitis,variant,,,,1,,0.0,1.25,,,noun:1,noun:1,,,rare spelling of tenosynovitis,An inflammation of the fluid-filled sheath (the synovium) that surroun
communisation,communization,variant,,,,1,,0.0,1.24,,,noun:1,noun:1,,,Non-Oxford British English standard spelling of communization.,The act or process of communizing.
dieresis,diaeresis,reverse,,,,1,,0.0,1.24,,,noun:1,noun:6,,,Alternative spelling of diaeresis.,"A separation of one syllable (especially a vowel which is a diphthong,"
glamorisation,glamorization,variant,,,,1,,0.0,1.24,,,noun:1,noun:1,,,Alternative spelling of glamorization.,"The act of glamorizing, or something glamorized."
glamourisation,glamorization,variant,,,,2,,0.0,1.24,,,noun:1,noun:1,,,British spelling of glamorization.,"The act of glamorizing, or something glamorized."
glamourization,glamorization,variant,,,,1,,0.0,1.24,,,noun:1,noun:1,,,Alternative form of glamorization.,"The act of glamorizing, or something glamorized."
parasitaemia,parasitemia,variant,,,,1,,0.0,1.24,,,noun:1,noun:1,,,Alternative spelling of parasitemia.,The presence of parasites in the blood
toponomy,toponymy,variant,,,,1,,0.0,1.24,,,noun:1,noun:2,,,Alternative spelling of toponymy.,Lexicological study of place names; a branch of onomastics.
corslet,corselet,variant,,,,1,,0.0,1.23,,,noun:1,noun:5,,,Alternative form of corselet.,"Armor for the body, for example a breastplate and backpiece taken toge"
simoon,simoom,variant,,,,1,,0.0,1.23,,,noun:1,noun:1,,,Alternative spelling of simoom.,"A hot, dry, suffocating, dust-laden wind of the desert, particularly o"
tamandu,tamandua,variant,,,,1,,0.0,1.23,,,noun:1,noun:1,,,Alternative form of tamandua (“type of anteater”).,An anteater of the genus Tamandua.
estivation,aestivation,reverse,,,,1,,0.0,1.22,,,noun:1,noun:3,,,Alternative spelling of aestivation.,A state of inactivity and metabolic depression during summer: the summ
haemosiderin,hemosiderin,variant,,,,1,,0.0,1.22,,,noun:1,noun:1,,NOUN:2,Alternative form of hemosiderin.,"An abnormal microscopic pigment, formed of granules of a complex of ir"
lachrymation,lacrimation,variant,,,,2,,0.0,1.22,,,noun:1,noun:1,,,Alternative form of lacrimation.,The shedding or flow of tears; crying.
mizenmast,mizzenmast,variant,,,,1,,0.0,1.22,,,noun:1,noun:3,,,Alternative spelling of mizzenmast.,The aftmost mast on a ship having three masts; the third-tallest mast 
piroshki,pirozhki,variant,,,,1,,0.0,1.22,,,noun:1,noun:2,,,Alternative spelling of pirozhki.,"Small pastries filled with finely chopped meat, vegetables or fruit ba"
bumph,bumf,variant,,,,2,,0.0,1.21,,,noun:1,noun:2,,,Alternative form of bumf.,"Useless papers; now especially official documents, standardized forms,"
dislodgment,dislodgement,variant,,,,1,,0.0,1.21,,,noun:1,noun:1,,,Alternative form of dislodgement.,The state or process of being dislodged
eurhythmy,eurythmy,variant,,,,1,,0.0,1.21,,,noun:1,noun:3,,,Alternative form of eurythmy.,The harmony of features and proportion in architecture.
hoactzin,hoatzin,variant,,,,1,,0.0,1.21,,,noun:1,noun:1,,,Alternative form of hoatzin.,A bird of the species Opisthocomus hoazin of the order Opisthocomiform
kerugma,kerygma,variant,,,,1,,0.0,1.21,,,noun:1,noun:1,,NOUN:3,Alternative spelling of kerygma.,The proclamation of religious truths; core religious teaching; preachi
thoracocentesis,thoracentesis,variant,,,,2,,0.0,1.21,,,noun:1,noun:1,,,Alternative form of thoracentesis.,A medical procedure involving needle drainage of air or fluid from the
dideoxyinosine,didanosine,variant,,,,4,,0.0,1.2,,,noun:1,noun:1,,,Alternative form of didanosine.,A reverse transcriptase inhibitor drug C₁₀H₁₂N₄O₃ which inhibits the r
keratinisation,keratinization,variant,,,,1,,0.0,1.2,,,noun:1,noun:1,,,Alternative spelling of keratinization.,The process by which cells from beneath the skin are converted to hair
bathyscape,bathyscaphe,variant,,,,1,,0.0,1.19,,,noun:1,noun:1,,,Alternative form of bathyscaphe.,A self-propelled deep-sea diving submersible for exploring the ocean d
bathyscaph,bathyscaphe,variant,,,,1,,0.0,1.19,,,noun:1,noun:1,,,Alternative spelling of bathyscaphe.,A self-propelled deep-sea diving submersible for exploring the ocean d
signalisation,signalization,variant,,,,1,,0.0,1.19,,,noun:1,noun:1,,,Alternative spelling of signalization.,The process of signalizing; characterization or differentiation
tacheometer,tachymeter,variant,,,,2,,0.0,1.19,,,noun:1,noun:2,,,Alternative spelling of tachymeter.,A surveying instrument for quickly finding distances.
chachka,tchotchke,variant,,,,4,,0.0,1.18,,,noun:2,noun:2,,,Alternative spelling of tchotchke.,"A small ornament of minor value; a knick-knack, a trinket."
dourah,durra,variant,,,,3,,0.0,1.18,,,noun:1,noun:1,,,Alternative form of durra.,"A kind of millet, a variety of sorghum; Indian millet (Sorghum bicolor"
enjambement,enjambment,variant,,,,1,,0.0,1.18,,,noun:1,noun:1,,,Alternative spelling of enjambment.,A technique in poetry whereby a sentence is carried over to the next l
haematemesis,hematemesis,variant,,,,1,,0.0,1.18,,,noun:1,noun:1,,,Alternative spelling of hematemesis.,The vomiting of blood; blood within vomitus.
harbourage,harborage,variant,,,,1,,0.0,1.18,,,noun:1,noun:3,,,Alternative form of harborage.,A place for refuge for a vessel.
tsatske,tchotchke,variant,,,,4,,0.0,1.18,,,noun:1,noun:2,,,Alternative spelling of tchotchke.,"A small ornament of minor value; a knick-knack, a trinket."
tshatshke,tchotchke,variant,,,,3,,0.0,1.18,,,noun:1,noun:2,,,Alternative spelling of tchotchke.,"A small ornament of minor value; a knick-knack, a trinket."
haemolysin,hemolysin,variant,,,,1,,0.0,1.17,,,noun:1,noun:1,,,Alternative spelling of hemolysin.,Any substance (often an exotoxin) that damages the membranes of red bl
pipul,peepul,variant,,,,2,,0.0,1.17,,,noun:1,noun:1,,,Alternative form of peepul.,"The sacred fig, Ficus religiosa."
thingmabob,thingamabob,variant,,,,1,,0.0,1.17,,,noun:1,noun:1,,,Alternative form of thingamabob.,A thing or person whose actual name is unknown or forgotten.
thingumabob,thingamabob,variant,,,,1,,0.0,1.17,,,noun:1,noun:1,,,Alternative form of thingamabob.,A thing or person whose actual name is unknown or forgotten.
schrod,scrod,variant,,,,1,,0.0,1.16,,,noun:1,verb:2;noun:1,,,Alternative spelling of scrod.,"Any cod, pollock, haddock, or other whitefish."
tympanist,timpanist,variant,,,,1,,0.0,1.16,,,noun:1,noun:1,,,Alternative spelling of timpanist.,Someone who plays the timpani.
wikiup,wickiup,variant,,,,1,,0.0,1.16,,,noun:1,noun:1,,,Alternative spelling of wickiup.,"A domed hut, similar to a wigwam, used by some seminomadic Native Amer"
orache,orach,variant,,,,1,,0.0,1.15,,,noun:1,noun:3,,,Alternative spelling of orach.,The saltbush: any of several plants of the genus Atriplex
secreter,secretor,variant,,,,1,,0.0,1.15,,,noun:1,noun:3,,,Alternative spelling of secretor.,A person who or animal that secretes (emits a bodily fluid).
whizzbang,whizbang,variant,,,,1,,0.0,1.15,,,noun:1,noun:3,,,Alternative form of whizbang.,A type of firework that made a whiz before exploding.
alphabetisation,alphabetization,variant,,,,1,,0.0,1.14,,,noun:1,noun:1,,,Non-Oxford British English standard spelling of alphabetization.,The act or process of arranging in alphabetical order.
blintze,blintz,variant,,,,1,,0.0,1.14,,,noun:1,noun:1,,,Alternative spelling of blintz.,"A thin blin (pancake), filled (often with sweet cheese) and folded, th"
czaritza,tsaritsa,variant,,,,3,,0.0,1.14,,,noun:1,noun:1,,,Alternative spelling of tsaritsa.,a tsarina
enophile,oenophile,reverse,,,,1,,0.0,1.14,,,noun:1,noun:1,,,Alternative form of oenophile.,A person who has a fondness or appreciation for wine.
hoosgow,hoosegow,variant,,,,1,,0.0,1.14,,,noun:1,noun:1,,NOUN:1,Alternative form of hoosegow.,A jail.
leukotomy,leucotomy,variant,,,,1,,0.0,1.14,,,noun:1,noun:1,,,Alternative spelling of leucotomy.,Synonym of lobotomy.
moustachio,mustachio,variant,,,,1,,0.0,1.14,,,noun:1;verb:1,noun:1;verb:1,,,Alternative spelling of mustachio.,"A mustache, especially a large or lush one."
pavise,pavis,variant,,,,1,,0.0,1.14,,,noun:1,noun:1,,,Alternative form of pavis.,"Most usually, a very large shield fitted with a stand, like a small mo"
poleax,poleaxe,variant,,,,1,,0.0,1.14,,,noun:1;verb:1,verb:3;noun:2,,,Alternative spelling of poleaxe.,An ax having both a blade and a hammer face; used to slaughter cattle.
sanfoin,sainfoin,variant,,,,1,,0.0,1.14,,,noun:1,noun:1,,,Alternative form of sainfoin.,"A perennial herb of the genus Onobrychis with pale pink flowers, espec"
sillabub,syllabub,variant,,,,1,,0.0,1.14,,,noun:1,noun:3,,,Archaic spelling of syllabub.,A drink dating back to the 16th century consisting primarily of milk c
arbalist,arbalest,variant,,,,1,,0.0,1.13,,,noun:1,noun:2,,,Alternative form of arbalest.,A steel crossbow.
celebrater,celebrator,variant,,,,1,,0.0,1.13,,,noun:1,noun:1,,,Alternative form of celebrator.,A person who celebrates or praises.
overutilisation,overutilization,variant,,,,1,,0.0,1.13,,,noun:1,noun:1,,,Alternative form of overutilization.,Excessive utilization; overuse.
anhydrosis,anhidrosis,variant,,,,1,,0.0,1.12,,,noun:1,noun:1,,,Misspelling of anhidrosis.,The reduced ability or inability to sweat.
cither,cittern,variant,,,,2,,0.0,1.12,,,noun:1,noun:1,,,Alternative form of cittern.,"A stringed instrument (chordophone), played with a plectrum (a pick), "
cithern,cittern,variant,,,,1,,0.0,1.12,,,noun:1,noun:1,,,Archaic form of cittern.,"A stringed instrument (chordophone), played with a plectrum (a pick), "
dogy,dogie,variant,,,,2,,0.0,1.12,,,noun:1,noun:1,,,Alternative spelling of dogie.,A motherless calf in a range herd of cattle; a calf separated from its
polliwog,pollywog,variant,,,,1,,0.0,1.12,,,noun:1,noun:3;verb:2,,,Alternative form of pollywog.,A tadpole.
spelaeology,speleology,variant,,,,1,,0.0,1.12,,,noun:1,noun:2,,,Alternative form of speleology.,The scientific study of caves.
chivaree,shivaree,variant,,,,1,,0.0,1.11,,,noun:1;verb:1,noun:1;verb:1,,,Alternative form of shivaree.,Alternative form of charivari.
xanthophyl,xanthophyll,variant,,,,1,,0.0,1.11,,,noun:1,noun:2,,,Dated spelling of xanthophyll.,"Any of various hydroxy, carbonyl or carboxylic acid derivatives of car"
bister,bistre,reverse,,,,2,,0.0,1.1,,,noun:1,noun:2,,,Alternative spelling of bistre.,"A brown pigment made from soot, especially from beech wood."
enologist,oenologist,reverse,,,,1,,0.0,1.1,,,noun:1,noun:1,,,Alternative form of oenologist.,An expert in the science of oenology.
lammergeyer,lammergeier,variant,,,,1,,0.0,1.1,,,noun:1,noun:1,,,Alternative form of lammergeier.,"A long-winged vulture, Gypaetus barbatus, found in southern Europe, Af"
particularisation,particularization,variant,,,,1,,0.0,1.1,,,noun:1,noun:1,,,Alternative spelling of particularization.,The act of particularizing.
shote,shoat,variant,,,,2,,0.0,1.1,,,noun:2,noun:2,,,Alternative form of shoat (“young pig”).,A weaned piglet; any piglet.
azotaemia,azotemia,variant,,,,1,,0.0,1.09,,,noun:1,noun:1,,,Alternative spelling of azotemia.,The accumulation in the blood of nitrogen-bearing waste products (such
lavalliere,lavaliere,variant,,,,1,,0.0,1.09,,,noun:1,noun:2;adj:1,,,Alternative form of lavaliere.,A pussy bow.
neuropile,neuropil,variant,,,,1,,0.0,1.09,,,noun:1,noun:1,,,Alternative form of neuropil.,A fibrous network of nervous tissue that forms the gray matter of the 
peripetia,peripeteia,variant,,,,1,,0.0,1.09,,,noun:1,noun:3,,,Alternative form of peripeteia.,A sudden reversal of fortune as a plot point in Classical tragedy.
peripety,peripeteia,variant,,,,3,,0.0,1.09,,,noun:2,noun:3,,,Alternative form of peripeteia (“sudden change in circumstances; crisi,A sudden reversal of fortune as a plot point in Classical tragedy.
podsol,podzol,variant,,,,1,,0.0,1.09,,,noun:1,noun:1,,,Alternative form of podzol.,The typical soil of coniferous or boreal forests.
alidad,alidade,variant,,,,1,,0.0,1.08,,,noun:1,noun:1,,,Archaic form of alidade.,A type of sighting device used for measuring angles.
noreaster,northeaster,variant,,,,2,,0.0,1.08,,,noun:1,noun:1,,,Alternative form of northeaster.,"An extratropical storm, usually found in coastal New England and Atlan"
rigourousness,rigorousness,variant,,,,1,,0.0,1.08,,,noun:1,noun:1,,,Nonstandard spelling of rigorousness.,"The property of being rigorous, strictness."
moulter,molter,variant,,,,1,,0.0,1.07,,,noun:1,noun:1,,,Alternative form of molter.,"One who, or that which, molts or sheds."
somatotrophin,somatotropin,variant,,,,1,,0.0,1.07,,,noun:1,noun:1,,,Alternative spelling of somatotropin.,Synonym of growth hormone.
vacuolisation,vacuolization,variant,,,,1,,0.0,1.07,,,noun:1,noun:1,,NOUN:2,Alternative form of vacuolization.,Alternative form of vacuolation.
vulgarisation,vulgarization,variant,,,,1,,0.0,1.07,,,noun:1,noun:2,,,Non-Oxford British English standard spelling of vulgarization.,"The process of making something vulgar, especially by using the langua"
alcahest,alkahest,variant,,,,1,,0.0,1.06,,,noun:1,noun:1,,,rare spelling of alkahest,A universal solvent sought by the alchemists.
dueller,dueler,variant,,,,1,,0.0,1.05,,,noun:1,noun:1,,,Alternative form of dueler.,a person who fights a duel
postillion,postilion,variant,,,,1,,0.0,1.05,,,noun:1,noun:2,,,Alternative spelling of postilion.,A rider mounted on the near (left) leading horse who guides the team p
schematisation,schematization,variant,,,,1,,0.0,1.05,,,noun:1,noun:1,,,Alternative form of schematization.,Arrangement into a scheme or schema.
babiroussa,babirusa,variant,,,,2,,0.0,1.04,,,noun:1,noun:1,,,Alternative form of babirusa.,"Any mammal in the genus Babyrousa in the pig family Suidae, in which t"
pauperisation,pauperization,variant,,,,1,,0.0,1.04,,,noun:1,noun:1,,,Alternative spelling of pauperization.,The act or process of reducing to poverty.
sombreness,somberness,variant,,,,2,,0.0,1.03,,,noun:1,noun:1,,,Alternative spelling of somberness.,The state or quality of being somber.
thralldom,thraldom,variant,,,,1,,0.0,1.03,,,noun:1,noun:1,,,Alternative spelling of thraldom.,"A state of bondage, slavery, or subjugation to another person."
aigret,aigrette,variant,,,,2,,0.0,1.02,,,noun:1,noun:3,,,Alternative spelling of aigrette.,"A feather or plume, or feather-shaped item, used as an adornment or or"
cicatrice,cicatrix,variant,,,,2,,0.0,1.02,,,noun:1,noun:1,,,Alternative form of cicatrix.,A scar that remains after the development of new tissue over a recover
crepuscle,crepuscule,variant,,,,1,,0.0,1.02,,,noun:1,noun:1,,,Alternative form of crepuscule.,Twilight.
shnook,schnook,variant,,,,1,,0.0,1.02,,,noun:1,noun:1,,,Alternative spelling of schnook.,A person who is easily taken advantage of.
encyclopaedist,encyclopedist,variant,,,,1,,0.0,1.01,,,noun:1,noun:2,,,Alternative spelling of encyclopedist.,A member of a group of French authors who collaborated in the 18th cen
haemorrhoidectomy,hemorrhoidectomy,variant,,,,1,,0.0,1.01,,,noun:1,noun:1,,,Alternative form of hemorrhoidectomy.,A surgical procedure involving the excision of internal and/or externa
abamp,abampere,variant,,,,3,,0.0,0.0,,,noun:1,noun:1,,,Alternative form of abampere.,Unit of electrical current in electromagnetic and Gaussian cgs systems
aboulia,abulia,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative spelling of abulia.,"Absence of willpower or decisiveness, especially as a symptom of menta"
absolutisation,absolutization,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative spelling of absolutization.,"An act, process or result of absolutizing."
abstractor,abstracter,variant,,,,1,,0.0,0.0,,,noun:2,noun:3;adj:1,,,Alternative form of abstracter,"One who abstracts, or makes an abstract, as in records or documents."
acariosis,acariasis,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative form of acariasis.,"An infestation with, or disease caused by mites or ticks."
acetanilid,acetanilide,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative form of acetanilide.,the amide derived from acetic acid and aniline; once used medicinally 
acroanesthesia,acroanaesthesia,reverse,,,,1,,0.0,0.0,,,noun:1,noun:2,,,Alternative form of acroanaesthesia.,Local anesthesia.
acromikria,acromicria,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative form of acromicria.,"Hypoplasia of the limbs, and often digits, nose, and jaw."
adactylia,adactyly,variant,,,,2,,0.0,0.0,,,noun:1,noun:1,,,Alternative form of adactyly.,Congenital absence of the digits (the fingers or toes).
aerogramme,aerogram,variant,,,,2,,0.0,0.0,,,noun:1,noun:4,,,Alternative spelling of aerogram.,A wireless message.
aesthesis,esthesis,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative spelling of esthesis.,Elemental awareness of sensory stimulation.
aiguillette,aiglet,unrelated,,,,4,,0.0,0.0,,,noun:2,noun:3,,,An ornamental braided cord with decorative metal tips worn on uniforms,"A tip, originally of metal and often decorative, on a ribbon or cord t"
alcapton,alkapton,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative spelling of alkapton.,homogentisic acid
alcaptonuria,alkaptonuria,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative spelling of alkaptonuria.,A rare inherited genetic disorder of phenylalanine and tyrosine metabo
alfileria,alfilaria,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative form of alfilaria.,"common storksbill (Erodium cicutarium), a flowering plant of the famil"
allegoriser,allegorizer,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative form of allegorizer.,One who allegorizes.
alphabetiser,alphabetizer,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Non-Oxford British English standard spelling of alphabetizer.,"One who, or that which, alphabetizes."
amyotrophia,amyotrophy,variant,,,,2,,0.0,0.0,,,noun:1,noun:1,,,Alternative form of amyotrophy.,atrophy of muscles
anapaest,anapest,variant,,,,1,,0.0,0.0,,,noun:1,noun:3,,,Alternative form of anapest.,A metrical foot of three syllables of the shape | ⏖ – |:
anathematisation,anathematization,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative form of anathematization.,The act of anathematizing; vigorous denunciation.
animalisation,animalization,variant,,,,1,,0.0,0.0,,,noun:1,noun:2,,,Alternative spelling of animalization,"The act of animalizing; the giving of animal life, or endowing with an"
anoestrus,anestrus,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative spelling of anestrus.,In female placental mammals—excluding humans and great apes—a phase of
apophthegm,apothegm,variant,,,,2,,0.0,0.0,,,noun:1,noun:1,,,Alternative spelling of apothegm.,"A short, witty, instructive saying; an aphorism or maxim."
arbitrement,arbitrament,variant,,,,1,,0.0,0.0,,,noun:1,noun:1,,,Alternative spelling of arbitrament.,The judgement of an arbiter or arbitrator; an arbitration.
